Date,Open,High,Low,Close,Adj Close,Volume
12/5/14,369.839996,379.700012,366.390015,377.630005,377.630005,11251853
12/6/14,377.630005,380.329987,372.040009,376.26001,376.26001,4181319
12/7/14,376.26001,377.880005,372.459991,376.470001,376.470001,3334332
12/8/14,376.470001,377.359985,364.600006,364.950012,364.950012,8506201
12/9/14,364.950012,365.350006,343.820007,352.190002,352.190002,15529628
12/10/14,352.190002,354.070007,345.089996,347.940002,347.940002,9535221
12/11/14,347.940002,367.130005,337.799988,347.679993,347.679993,18063629
12/12/14,347.679993,356.429993,346,353.399994,353.399994,9490205
12/13/14,353.399994,353.100006,343.809998,348.23999,348.23999,6837218
12/14/14,348.23999,351.589996,344.609985,349.350006,349.350006,4328238
12/15/14,349.350006,351.220001,343.559998,345.369995,345.369995,7746836
12/16/14,345.369995,346.450012,328.880005,330.220001,330.220001,13001054
12/17/14,330.220001,335.670013,314.309998,320.019989,320.019989,19834674
12/18/14,320.019989,325.619995,303.399994,310.339996,310.339996,18932813
12/19/14,310.339996,320.23999,306.359985,317.779999,317.779999,13119110
12/20/14,317.779999,332.619995,316.049988,330.350006,330.350006,9768954
12/21/14,330.350006,332.029999,320.130005,322.630005,322.630005,6746131
12/22/14,322.630005,335.26001,319.890015,330.839996,330.839996,11694687
12/23/14,330.839996,339.320007,328,335.25,335.25,8057502
12/24/14,335.25,336.279999,320.649994,322.399994,322.399994,7112691
12/25/14,322.399994,323.380005,316.299988,318.98999,318.98999,4926116
12/26/14,318.98999,332.880005,316.359985,329.980011,329.980011,7518851
12/27/14,329.980011,330.700012,311.980011,315.339996,315.339996,6940336
12/28/14,315.339996,322.839996,310.5,316.529999,316.529999,6482718
12/29/14,316.529999,321.609985,308.279999,314.119995,314.119995,6457547
12/30/14,314.119995,316.179993,309.25,311.269989,311.269989,7163083
12/31/14,311.269989,319.089996,308.890015,318.23999,318.23999,6472822
1/1/15,318.23999,321.359985,313.540009,314.890015,314.890015,4073067
1/2/15,314.890015,316.399994,313.079987,315.209991,315.209991,4673971
1/3/15,315.209991,315.829987,284.890015,287.130005,287.130005,14209564
1/4/15,287.130005,289.940002,255.869995,264.720001,264.720001,24255392
1/5/15,264.720001,278.320007,262.890015,274.839996,274.839996,14995382
1/6/15,274.839996,285.109985,271.519989,282.269989,282.269989,6097640
1/7/15,282.269989,296.059998,280.73999,291.339996,291.339996,8827164
1/8/15,291.339996,292.709991,278.98999,282.690002,282.690002,5796312
1/9/15,282.690002,290.589996,277.279999,287.970001,287.970001,5963203
1/10/15,287.970001,289.25,271.980011,273.350006,273.350006,4147357
1/11/15,273.350006,278.01001,263.76001,264.769989,264.769989,4122751
1/12/15,264.769989,273.079987,263.299988,269.329987,269.329987,6899315
1/13/15,269.329987,269.100006,217.100006,221.289993,221.289993,22745960
1/14/15,221.289993,230.860001,157.289993,164.919998,164.919998,32911586
1/15/15,164.919998,231.259995,164.550003,209.779999,209.779999,25672423
1/16/15,209.779999,222.630005,198.720001,206.919998,206.919998,13208882
1/17/15,206.919998,212.589996,191.710007,199.649994,199.649994,8685194
1/18/15,199.649994,220.729996,192.509995,210.619995,210.619995,8429486
1/19/15,210.619995,219.479996,205.470001,215.869995,215.869995,6744459
1/20/15,215.869995,216.570007,203.419998,210.550003,210.550003,7926400
1/21/15,210.550003,229.320007,207.110001,228.169998,228.169998,9390361
1/22/15,228.169998,238.779999,225.570007,232.699997,232.699997,12508308
1/23/15,232.699997,236.970001,224.839996,232.169998,232.169998,8855407
1/24/15,232.169998,248.880005,229.580002,248.160004,248.160004,8011743
1/25/15,248.160004,256.429993,241.360001,252.089996,252.089996,12509649
1/26/15,252.089996,310.910004,251.5,269.179993,269.179993,29806496
1/27/15,269.179993,276.899994,247.259995,263.269989,263.269989,13130803
1/28/15,263.269989,267.660004,228.059998,236.169998,236.169998,15880595
1/29/15,236.169998,241.509995,220.360001,233.990005,233.990005,12723448
1/30/15,233.990005,244.830002,227.190002,231.839996,231.839996,11316575
1/31/15,231.839996,235.360001,216.460007,218.509995,218.509995,9645307
2/1/15,218.509995,231.440002,209.710007,225.289993,225.289993,9058010
2/2/15,225.289993,242.509995,220.529999,238.860001,238.860001,8965813
2/3/15,238.860001,247.479996,223.910004,227.410004,227.410004,15000263
2/4/15,227.410004,230.710007,220.229996,226.580002,226.580002,12495299
2/5/15,226.580002,229.850006,214.350006,216.520004,216.520004,9055713
2/6/15,216.520004,226.160004,215.649994,222.960007,222.960007,11628519
2/7/15,222.960007,231,222.380005,227.679993,227.679993,9046632
2/8/15,227.679993,230.229996,219.5,223.669998,223.669998,6564922
2/9/15,223.669998,225,215.660004,220.339996,220.339996,20192733
2/10/15,220.339996,222.190002,214.440002,219.669998,219.669998,18877297
2/11/15,219.669998,223.529999,217.279999,218.830002,218.830002,15909377
2/12/15,218.830002,223,217.300003,221.789993,221.789993,11084499
2/13/15,221.789993,241.580002,220.619995,236.169998,236.169998,26243104
2/14/15,236.169998,261.25,235.380005,258.640015,258.640015,33313626
2/15/15,258.640015,264.570007,226.559998,233.270004,233.270004,43921119
2/16/15,233.270004,240.029999,228.009995,235.830002,235.830002,27187677
2/17/15,235.830002,247.169998,232.029999,243.199997,243.199997,27926884
2/18/15,243.199997,245.509995,231.699997,235.199997,235.199997,23813015
2/19/15,235.199997,244.110001,234.869995,241.919998,241.919998,15852470
2/20/15,241.919998,247.759995,238.830002,244.520004,244.520004,20434846
2/21/15,244.520004,247.320007,242.649994,244.410004,244.410004,10570761
2/22/15,244.410004,246.539993,232.720001,235.729996,235.729996,18107359
2/23/15,235.729996,240.059998,231.330002,238.820007,238.820007,14856549
2/24/15,238.820007,240.25,235.5,238.889999,238.889999,10787951
2/25/15,238.889999,239.639999,234.589996,237.330002,237.330002,9092357
2/26/15,237.330002,238.169998,233.5,236.529999,236.529999,12064967
2/27/15,236.529999,258.720001,235.699997,253.470001,253.470001,42282820
2/28/15,253.470001,255.399994,248.729996,254.059998,254.059998,9999594
3/1/15,254.059998,260.649994,244.770004,257.940002,257.940002,12964061
3/2/15,257.940002,274.799988,256.149994,273.75,273.75,21562624
3/3/15,273.75,287.059998,266.119995,280.649994,280.649994,45650597
3/4/15,280.649994,284.470001,265.910004,271.920013,271.920013,38656923
3/5/15,271.920013,280.839996,262.809998,275.230011,275.230011,33599454
3/6/15,275.230011,277.98999,269.019989,272.559998,272.559998,27014943
3/7/15,272.559998,278.25,269.410004,274.910004,274.910004,16708000
3/8/15,274.910004,278.779999,271.309998,274.48999,274.48999,13902830
3/9/15,274.48999,293.26001,273.790009,290.019989,290.019989,43259194
3/10/15,290.019989,300.959991,288.119995,291.369995,291.369995,46657647
3/11/15,291.369995,297.660004,288.880005,295.600006,295.600006,23542829
3/12/15,295.600006,296.980011,290.829987,293.850006,293.850006,31607747
3/13/15,293.850006,294.920013,286.079987,287.209991,287.209991,28288614
3/14/15,287.209991,288.399994,279.299988,281.600006,281.600006,21495879
3/15/15,281.600006,286.390015,280.369995,284.880005,284.880005,11238833
3/16/15,284.880005,294.01001,284.769989,290.410004,290.410004,19355605
3/17/15,290.410004,292.459991,283.25,285.380005,285.380005,18775700
3/18/15,285.380005,285.649994,248.190002,255.919998,255.919998,55391241
3/19/15,255.919998,264.799988,247,260.929993,260.929993,46525086
3/20/15,260.929993,264.709991,257.850006,261.779999,261.779999,13853175
3/21/15,261.779999,263.26001,254.020004,259.709991,259.709991,13413360
3/22/15,259.709991,270.420013,259,268.570007,268.570007,14980752
3/23/15,268.570007,271.01001,259.380005,265.459991,265.459991,21749937
3/24/15,265.459991,267.019989,242.669998,246.720001,246.720001,38033136
3/25/15,246.720001,249.210007,234.839996,246.369995,246.369995,32092197
3/26/15,246.369995,254.690002,243.520004,248.020004,248.020004,22412560
3/27/15,248.020004,250.050003,244.470001,247.210007,247.210007,15543779
3/28/15,247.210007,254.25,246.279999,252.020004,252.020004,13890988
3/29/15,252.020004,252.809998,238.929993,242.080002,242.080002,18971340
3/29/15,242.080002,248.830002,236.550003,246.789993,246.789993,20963830
3/30/15,246.789993,248.699997,241.179993,244.149994,244.149994,18515676
3/31/15,244.149994,247.669998,239.570007,246.240005,246.240005,16412525
4/1/15,246.240005,254.850006,244.25,252.600006,252.600006,20354036
4/2/15,252.600006,256.529999,251.259995,254.479996,254.479996,18264452
4/3/15,254.479996,255.240005,250.309998,252.889999,252.889999,7805160
4/4/15,252.889999,260.26001,250.600006,259.640015,259.640015,11277271
4/5/15,259.640015,261.450012,252.320007,254.970001,254.970001,11857398
4/6/15,254.970001,255.600006,250.149994,252.970001,252.970001,11401051
4/7/15,252.970001,254.259995,242.570007,244.570007,244.570007,25401433
4/8/15,244.570007,246.220001,237.619995,243.320007,243.320007,16846896
4/9/15,243.320007,244.110001,231.300003,234.729996,234.729996,23728422
4/10/15,234.729996,240,233.119995,236.479996,236.479996,12319489
4/11/15,236.479996,237.520004,232.270004,235.850006,235.850006,7814533
4/12/15,235.850006,236.75,220.360001,223.589996,223.589996,23982950
4/13/15,223.589996,224.720001,214.270004,217.990005,217.990005,25315606
4/14/15,217.990005,223.559998,217.149994,222.970001,222.970001,17099352
4/15/15,222.970001,229.529999,222.869995,227.979996,227.979996,19315044
4/16/15,227.979996,229.279999,220.559998,222.589996,222.589996,15015559
4/17/15,222.589996,224.470001,220.570007,223.350006,223.350006,8152434
4/18/15,223.350006,226.940002,221.960007,223.020004,223.020004,7984589
4/19/15,223.020004,226.720001,221.580002,224.240005,224.240005,10082693
4/20/15,224.240005,235.270004,223.289993,233.729996,233.729996,15658818
4/21/15,233.729996,238.399994,231.800003,233.779999,233.779999,18280060
4/22/15,233.779999,236.119995,232.580002,235.399994,235.399994,9982620
4/23/15,235.399994,236.550003,229.059998,231.089996,231.089996,16221169
4/24/15,231.089996,232.289993,223.050003,226.139999,226.139999,10015666
4/25/15,226.139999,226.720001,214.139999,218.699997,218.699997,22088733
4/26/15,218.699997,242.649994,216.600006,228.960007,228.960007,27696437
4/27/15,228.960007,229.869995,222.029999,225.809998,225.809998,14896418
4/28/15,225.809998,227.240005,222.25,225.419998,225.419998,13743340
4/29/15,225.419998,240.009995,224.679993,235.770004,235.770004,26242196
4/30/15,235.770004,239.419998,232.380005,233.210007,233.210007,14178420
5/1/15,233.210007,236.380005,231.729996,235.339996,235.339996,8703582
5/2/15,235.339996,243.580002,233.800003,239.990005,239.990005,13389153
5/3/15,239.990005,243.199997,237.449997,238.970001,238.970001,16599243
5/4/15,238.970001,239.610001,231.779999,235.820007,235.820007,18333196
5/5/15,235.820007,237.149994,228.240005,230.029999,230.029999,24127653
5/6/15,230.029999,240.25,228.330002,237.729996,237.729996,21315971
5/7/15,237.729996,247.009995,235.770004,243.740005,243.740005,21226000
5/8/15,243.740005,247.869995,238.520004,241.399994,241.399994,15281109
5/9/15,241.399994,244.820007,238.229996,239.960007,239.960007,10634289
5/10/15,239.960007,243.949997,238.860001,241.809998,241.809998,13819530
5/11/15,241.809998,243,239.179993,241.580002,241.580002,9712214
5/12/15,241.580002,243.910004,234.070007,236.380005,236.380005,20329395
5/13/15,236.380005,239.169998,232.360001,236.899994,236.899994,16833656
5/14/15,236.899994,238.830002,235.529999,237.199997,237.199997,10932777
5/15/15,237.199997,237.779999,234.570007,236.229996,236.229996,6415070
5/16/15,236.229996,237.770004,235.350006,236.300003,236.300003,6738302
5/17/15,236.300003,237.100006,231.460007,232.639999,232.639999,12516261
5/18/15,232.639999,234.5,231.270004,232.020004,232.020004,9550029
5/19/15,232.020004,235.169998,231.470001,233.960007,233.960007,11626735
5/20/15,233.960007,236.649994,233.610001,235.380005,235.380005,10114419
5/21/15,235.380005,242,234.559998,240.369995,240.369995,17630641
5/22/15,240.369995,241.729996,238.050003,238.940002,238.940002,8659651
5/23/15,238.940002,242.389999,237.479996,240.979996,240.979996,7278251
5/24/15,240.979996,241.789993,235.809998,237.410004,237.410004,6301300
5/25/15,237.410004,238.990005,235.580002,237.839996,237.839996,8842430
5/26/15,237.839996,238.949997,235.889999,237.289993,237.289993,11445501
5/27/15,237.289993,238.410004,236.229996,237.320007,237.320007,8508673
5/28/15,237.320007,237.889999,235.130005,237.029999,237.029999,9241377
5/29/15,237.029999,237.059998,231.589996,233.220001,233.220001,9738568
5/30/15,233.220001,233.990005,229.130005,229.839996,229.839996,9036624
5/31/15,229.839996,231.759995,220.970001,223.139999,223.139999,19658919
6/1/15,223.139999,227.440002,222.25,225.740005,225.740005,13666049
6/2/15,225.740005,227.860001,223.690002,225.589996,225.589996,12279838
6/3/15,225.589996,226.710007,223.490005,224.220001,224.220001,9934190
6/4/15,224.220001,226.360001,222.149994,225.289993,225.289993,12703848
6/5/15,225.289993,225.759995,223.529999,224.740005,224.740005,5074897
6/6/15,224.740005,226.360001,222.210007,223.470001,223.470001,9097310
6/7/15,223.470001,229.910004,222.990005,228.570007,228.570007,16824026
6/8/15,228.570007,231.360001,227.509995,229.559998,229.559998,12617632
6/9/15,229.559998,230.440002,227.839996,228.789993,228.789993,9556657
6/10/15,228.789993,230.639999,228.539993,229.880005,229.880005,8745318
6/11/15,229.880005,231.580002,229.289993,230.460007,230.460007,9406856
6/12/15,230.460007,233.139999,229.009995,232.479996,232.479996,8803491
6/13/15,232.479996,235.509995,232.089996,233.75,233.75,7700053
6/14/15,233.75,238.550003,233.289993,237,237,15006949
6/15/15,237,254.149994,235.699997,249.820007,249.820007,29956654
